age,workclass,education_num,marital_status,occupation,race,sex,hours_per_week,native_country,income
59, Local-gov,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
69, ?,3, Divorced, ?, White, Male,40, United-States, <=50K
27, Private,13, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
17, Private,6, Never-married, Sales, White, Male,30, United-States, <=50K
38, Private,13, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
41, Private,10, Married-civ-spouse, Craft-repair, White, Male,50, United-States, >50K
27, Private,6, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
23, Private,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
17, Private,6, Never-married, Handlers-cleaners, White, Male,24, United-States, <=50K
56, Private,4, Divorced, Machine-op-inspct, White, Female,40, United-States, <=50K
24, Private,10, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
62, Private,16, Married-civ-spouse, Prof-specialty, White, Male,40, ?, >50K
44, Private,8, Divorced, Transport-moving, Black, Male,40, United-States, <=50K
23, Private,13, Never-married, Adm-clerical, White, Male,30, United-States, <=50K
41, Self-emp-not-inc,9, Never-married, Sales, White, Male,50, ?, <=50K
25, Private,9, Never-married, Transport-moving, White, Male,65, United-States, <=50K
21, Private,10, Never-married, Other-service, Black, Female,8, United-States, <=50K
18, Private,8, Never-married, Handlers-cleaners, White, Male,6, United-States, <=50K
45, Private,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
75, ?,13, Widowed, ?, White, Female,16, United-States, >50K
51, Private,4, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
42, Federal-gov,9, Separated, Other-service, Black, Female,40, United-States, <=50K
47, Private,10, Never-married, Other-service, Black, Female,35, Outlying-US(Guam-USVI-etc), <=50K
29, Private,10, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, <=50K
33, Private,7, Never-married, Other-service, Black, Male,40, United-States, <=50K
43, Local-gov,13, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
20, ?,10, Never-married, ?, White, Male,16, United-States, <=50K
19, ?,13, Never-married, ?, Black, Female,40, Jamaica, <=50K
44, Private,12, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
24, Private,10, Never-married, Other-service, White, Male,30, United-States, <=50K
19, Private,10, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
49, ?,6, Separated, ?, White, Male,40, United-States, <=50K
52, Private,11, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
38, Self-emp-not-inc,9, Never-married, Farming-fishing, White, Male,52, United-States, <=50K
24, State-gov,10, Never-married, Tech-support, White, Male,50, United-States, <=50K
32, Local-gov,13, Never-married, Prof-specialty, White, Male,50, United-States, <=50K
72, ?,9, Widowed, ?, White, Female,8, United-States, <=50K
26, Private,9, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
31, Private,13, Never-married, Sales, Asian-Pac-Islander, Male,40, ?, <=50K
29, Private,13, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
39, Private,9, Divorced, Adm-clerical, White, Male,40, United-States, >50K
48, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male,50, United-States, <=50K
40, Private,10, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
51, Private,10, Divorced, Exec-managerial, White, Male,45, Scotland, <=50K
28, Self-emp-not-inc,9, Divorced, Craft-repair, White, Male,40, United-States, <=50K
22, Private,9, Never-married, Exec-managerial, White, Female,20, United-States, <=50K
23, Private,13, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
65, Private,10, Married-civ-spouse, Protective-serv, White, Male,16, United-States, <=50K
26, Local-gov,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
20, ?,10, Never-married, ?, White, Male,50, United-States, <=50K
55, Private,14, Married-civ-spouse, Prof-specialty, White, Male,50, ?, >50K
38, Self-emp-not-inc,13, Married-civ-spouse, Other-service, White, Male,10, United-States, <=50K
33, Private,9, Never-married, Prof-specialty, White, Male,60, United-States, >50K
33, Local-gov,9, Married-civ-spouse, Adm-clerical, White, Female,60, United-States, <=50K
37, Private,13, Never-married, Sales, Black, Female,40, United-States, <=50K
19, Private,7, Never-married, Machine-op-inspct, White, Male,60, United-States, <=50K
24, Private,13, Never-married, Sales, White, Male,50, United-States, <=50K
30, Private,7, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
57, State-gov,9, Divorced, Exec-managerial, White, Female,50, United-States, <=50K
22, State-gov,10, Never-married, Prof-specialty, White, Female,20, United-States, <=50K
57, Private,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K
46, State-gov,9, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
67, Private,9, Married-civ-spouse, Adm-clerical, White, Male,35, United-States, <=50K
35, ?,9, Never-married, ?, Black, Female,40, United-States, <=50K
47, Private,9, Separated, Craft-repair, White, Male,40, United-States, <=50K
39, Private,6, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
50, Private,10, Divorced, Other-service, Asian-Pac-Islander, Male,40, Philippines, <=50K
58, Self-emp-not-inc,8, Divorced, Sales, White, Female,52, United-States, <=50K
36, Private,12, Married-civ-spouse, Prof-specialty, White, Female,30, United-States, >50K
45, Private,14, Married-civ-spouse, Prof-specialty, White, Male,36, England, >50K
54, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
26, Private,13, Never-married, Adm-clerical, White, Male,30, United-States, <=50K
60, Private,9, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
46, Private,15, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
26, Private,10, Married-civ-spouse, Exec-managerial, White, Female,35, United-States, <=50K
32, Private,7, Never-married, Craft-repair, White, Male,40, United-States, <=50K
38, Local-gov,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
48, Self-emp-not-inc,10, Married-civ-spouse, Sales, White, Male,70, United-States, >50K
44, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
37, Private,9, Never-married, Other-service, Asian-Pac-Islander, Female,40, Philippines, <=50K
44, Private,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
31, Private,9, Never-married, Other-service, Other, Female,35, United-States, <=50K
61, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K
51, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
52, Private,13, Married-civ-spouse, Sales, White, Female,60, United-States, >50K
45, Private,9, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, <=50K
36, ?,12, Married-civ-spouse, ?, Black, Female,21, Haiti, <=50K
39, Private,7, Married-civ-spouse, Other-service, White, Male,70, Mexico, <=50K
67, Local-gov,9, Divorced, Other-service, White, Female,24, United-States, <=50K
40, State-gov,12, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
27, Private,3, Never-married, Farming-fishing, White, Male,35, Mexico, <=50K
37, Private,2, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico, <=50K
57, Private,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
27, Private,6, Divorced, Other-service, White, Female,40, United-States, <=50K
28, Private,9, Never-married, Sales, White, Female,48, United-States, <=50K
34, Self-emp-inc,13, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
54, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,50, United-States, >50K
52, Private,9, Divorced, Other-service, Black, Female,38, United-States, <=50K
42, Private,13, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K
48, Private,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
65, State-gov,14, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K
55, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Female,10, United-States, <=50K
71, Self-emp-inc,9, Married-civ-spouse, Adm-clerical, White, Female,20, United-States, >50K
33, Private,10, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
30, Private,9, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
35, Private,13, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
59, Private,6, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K
19, Private,10, Never-married, Handlers-cleaners, White, Male,20, United-States, <=50K
36, Self-emp-not-inc,5, Married-civ-spouse, Craft-repair, White, Male,30, United-States, <=50K
26, Self-emp-not-inc,9, Never-married, Sales, White, Male,40, United-States, <=50K
34, Local-gov,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
41, Private,9, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K
44, Private,13, Married-civ-spouse, Prof-specialty, White, Male,50, Italy, >50K
26, ?,9, Separated, ?, White, Female,40, United-States, <=50K
47, Private,9, Married-civ-spouse, Craft-repair, White, Male,48, United-States, <=50K
18, Private,10, Never-married, Sales, White, Male,16, United-States, <=50K
55, Self-emp-not-inc,6, Married-civ-spouse, Craft-repair, White, Male,18, United-States, <=50K
49, Local-gov,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
44, Private,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
43, Private,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
62, Private,4, Married-civ-spouse, Protective-serv, White, Male,40, Cuba, <=50K
44, Private,9, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, <=50K
39, ?,9, Divorced, ?, White, Female,40, United-States, <=50K
50, Self-emp-inc,10, Married-civ-spouse, Sales, White, Male,60, United-States, >50K
35, Private,7, Never-married, Sales, White, Male,45, United-States, <=50K
52, Private,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
46, Private,15, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
44, Private,12, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
43, Private,10, Never-married, Exec-managerial, White, Male,50, United-States, <=50K
51, Private,4, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
20, Private,10, Never-married, Sales, White, Male,20, United-States, <=50K
47, Private,12, Married-civ-spouse, Adm-clerical, White, Female,40, Italy, >50K
43, Private,14, Divorced, Exec-managerial, White, Male,50, United-States, <=50K
64, ?,9, Married-civ-spouse, ?, White, Male,40, ?, >50K
24, Private,10, Never-married, Craft-repair, White, Male,40, United-States, <=50K
27, Federal-gov,10, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
32, Private,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
37, Private,9, Divorced, Other-service, White, Female,12, United-States, <=50K
26, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,60, United-States, <=50K
43, Private,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
50, Private,9, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, <=50K
20, Self-emp-not-inc,9, Never-married, Transport-moving, White, Male,80, United-States, <=50K
37, Private,9, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
43, Private,9, Never-married, Other-service, Black, Female,45, United-States, <=50K
37, Private,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
53, Private,5, Divorced, Other-service, White, Female,36, Canada, <=50K
44, Private,16, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
25, Private,9, Never-married, Other-service, White, Female,40, United-States, <=50K
17, Private,7, Never-married, Adm-clerical, White, Female,20, United-States, <=50K
19, Private,9, Never-married, Sales, White, Male,50, United-States, <=50K
53, State-gov,9, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K
44, Private,10, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
51, Private,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K
49, Private,9, Married-civ-spouse, Exec-managerial, White, Female,43, United-States, <=50K
35, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
44, Private,9, Divorced, Craft-repair, White, Male,45, United-States, <=50K
54, Private,14, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, <=50K
37, Private,10, Divorced, Adm-clerical, Black, Female,35, United-States, <=50K
18, Private,10, Never-married, Other-service, White, Female,15, United-States, <=50K
24, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
29, Private,9, Divorced, Craft-repair, White, Female,50, United-States, <=50K
22, ?,10, Divorced, ?, White, Female,35, United-States, <=50K
35, Private,9, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
56, Private,9, Married-civ-spouse, Craft-repair, White, Male,48, United-States, >50K
32, ?,4, Widowed, ?, White, Female,40, United-States, <=50K
24, Private,13, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male,45, China, <=50K
43, Private,14, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
73, Private,9, Widowed, Sales, White, Female,15, United-States, <=50K
47, Federal-gov,10, Married-civ-spouse, Craft-repair, White, Male,40, ?, <=50K
49, Private,8, Married-civ-spouse, Machine-op-inspct, White, Male,39, United-States, <=50K
38, Private,13, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
31, Private,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
